"hh_id","name","area_name","employer","salary_from","salary_to","salary_currency","experience","schedule","url"
"102271335","Аналитик данных, Ozon Fintech","Москва","Ozon",NULL,NULL,NULL,"От 3 до 6 лет","Полный день","https://hh.ru/vacancy/102271335"
"102353701","Machine Learning Engineer","Москва","Опора Стандарт","400000",NULL,"RUR","От 3 до 6 лет","Гибкий график","https://hh.ru/vacancy/102353701"
"102417256","Python Developer (удаленно)","Москва","Outlines Technologies",NULL,"310000","RUR","От 3 до 6 лет","Удаленная работа","https://hh.ru/vacancy/102417256"
"102851740","Специалист по анализу защищенности","Москва","Филиал ООО Киберзащита в г. Москва","100000","140000","RUR","От 1 года до 3 лет","Удаленная работа","https://hh.ru/vacancy/102851740"
"100566481","Системный администратор (DevOps)","Новосибирск","SFXDX",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/100566481"
"102628717","Аналитик","Москва","Ozon",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102628717"
"102780110","Инженер-программист/оператор БПЛА","Москва","Пиксельпро","150000","350000","RUR","От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102780110"
"95437006","Главный разработчик отчетности / BI-разработчик","Москва","Долсо","350000",NULL,"RUR","От 3 до 6 лет","Полный день","https://hh.ru/vacancy/95437006"
"102080626","Junior QA","Санкт-Петербург","Евромобайл",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102080626"
"101189244","Стажер-программист (Embedded)","Ижевск","ЭДС",NULL,NULL,NULL,"Нет опыта","Полный день","https://hh.ru/vacancy/101189244"
"102281042","Junior+/Middle Аналитик Данных","Москва","Hi, Rockits!",NULL,"220000","RUR","От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102281042"
"95309224","Радиоинженер","Москва","АЙТИ.СПЕЙС","150000","250000","RUR","Нет опыта","Полный день","https://hh.ru/vacancy/95309224"
"101238400","Тестировщик Junior / QA Engineer (Казань)","Казань","Enot.io","60000",NULL,"RUR","От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/101238400"
"101324008","Компьютерный лингвист (IT)","Москва","DIGINETICA",NULL,"60000","RUR","От 1 года до 3 лет","Удаленная работа","https://hh.ru/vacancy/101324008"
"98589746","Системный аналитик","Уфа","Ростелеком Башкортостан","150000","150000","RUR","От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/98589746"
"101632284","QA Engineer (Tech)","Санкт-Петербург","Lesta Games",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/101632284"
"102720602","Тестировщик качества (QA) / Автоматизированный тестировщик качества (AQA) / QA Engineer","Ташкент","DIONYSOS","3500000","18000000","UZS","Нет опыта","Полный день","https://hh.ru/vacancy/102720602"
"102791547","Ведущий методист IT курсов","Москва","Starta VC","1500","1800","EUR","От 3 до 6 лет","Удаленная работа","https://hh.ru/vacancy/102791547"
"103096108","Дежурный инженер","Москва","Бюро 1440",NULL,NULL,NULL,"От 1 года до 3 лет","Сменный график","https://hh.ru/vacancy/103096108"
"94947954","Аналитик данных","Санкт-Петербург","Агентство судебного взыскания","78000",NULL,"RUR","Нет опыта","Полный день","https://hh.ru/vacancy/94947954"
"102489051","Консультант по ИИ для написания технического задания (ТЗ)","Москва","Move2Armenia","120000","300000","RUR","От 3 до 6 лет","Полный день","https://hh.ru/vacancy/102489051"
"102688206","Разработчик Python (Отдел разработки и интеграции CRM-систем)","Москва","Банк Русский Стандарт","170000",NULL,"RUR","Нет опыта","Полный день","https://hh.ru/vacancy/102688206"
"83069599","Тестировщик ПО","Москва","МультиКарта",NULL,NULL,NULL,"От 3 до 6 лет","Полный день","https://hh.ru/vacancy/83069599"
"98612015","Python-разработчик в команду Поиска","Москва","2ГИС",NULL,NULL,NULL,"От 3 до 6 лет","Полный день","https://hh.ru/vacancy/98612015"
"101352050","Квант Трейдер (HFT\алго-трейдинг)","Москва","Algos Capital","150000","150000","RUR","От 3 до 6 лет","Удаленная работа","https://hh.ru/vacancy/101352050"
"101928184","Инженер-тестировщик (Frontol)","Москва","АТОЛ, группа компаний",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/101928184"
"102864003","Junior ML Engineer","Тюмень","Объединение когнитивных ассоциативных систем",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102864003"
"101407077","Data engineer (junior)","Москва","Объединенная металлургическая компания",NULL,NULL,NULL,"Нет опыта","Удаленная работа","https://hh.ru/vacancy/101407077"
"101880532","Ruby on Rails web-разработчик","Волгоград","Здоровый Отдых","35000",NULL,"RUR","От 1 года до 3 лет","Гибкий график","https://hh.ru/vacancy/101880532"
"102717656","Программист JS (Frontend) Middle/Senior","Москва","eRaga Infosystem","130000","180000","RUR","От 1 года до 3 лет","Удаленная работа","https://hh.ru/vacancy/102717656"
"102581689","Инженер-программист","Киров (Кировская область)","Аркона","120000",NULL,"RUR","От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102581689"
"101497118","Аналитик-детектив данных в тревел","Москва","Туту.ру",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/101497118"
"102643227","IOS Developer (iOS разработчик)","Москва","Люди ПРО Групп","250000",NULL,"RUR","От 3 до 6 лет","Удаленная работа","https://hh.ru/vacancy/102643227"
"102679685","Data Scientist / Дата Cайентист в online кинотеатр KION 2024","Москва","МТС",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102679685"
"102820317","Стажер бизнес-аналитик / аналитик","Москва","Банк Русский Стандарт",NULL,NULL,NULL,"Нет опыта","Полный день","https://hh.ru/vacancy/102820317"
"96551457","Разработчик-лингвист (MTS AI)","Москва","МТС",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/96551457"
"102929325","RnD Engineer","Минск","ПлатформИО / ULTRALAB",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102929325"
"102992407","Инженер данных/ML-разработчик","Москва","Центр Информационных технологий Роскадастр-Инфотех Филиал Роскадастр","150000",NULL,"RUR","От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102992407"
"101343251","DevOps-инженер","Санкт-Петербург","Зарядные станции Яблочков",NULL,NULL,NULL,"От 1 года до 3 лет","Удаленная работа","https://hh.ru/vacancy/101343251"
"102876337","QA инженер (DPI)","Санкт-Петербург","Протей, НТЦ","160000",NULL,"RUR","От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102876337"
"102283252","Аналитик данных","Казань","Университет Иннополис",NULL,"80000","RUR","От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102283252"
"102437575","Middle Go/Python-разработчик","Екатеринбург","JetStyle",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102437575"
"102865266","Разработчик Python, направление разработки аппаратных проектов","Иннополис","Ozon",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102865266"
"102246703","Аналитик (Python, SQL)","Москва","Центральный банк Российской Федерации",NULL,NULL,NULL,"Нет опыта","Полный день","https://hh.ru/vacancy/102246703"
"94897347","Аналитик отдела продаж","Москва","Grand trade",NULL,"200000","RUR","От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/94897347"
"102273536","Senior QA Manual [EP Integration Testing]","Москва","МТС",NULL,NULL,NULL,"От 3 до 6 лет","Полный день","https://hh.ru/vacancy/102273536"
"100698477","Системный администратор (удаленно/возможна любая локация)","Санкт-Петербург","ТРИНИТИ",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/100698477"
"101512772","Аналитик","Москва","ППК Роскадастр","100000","150000","RUR","От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/101512772"
"102694335","Инженер по тестированию ПО","Рязань","Иторум","73500",NULL,"RUR","От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102694335"
"102849767","Data scientist / Разработчик скоринговых моделей","Москва","АйтиСФ",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102849767"
"94954119","Старший системный аналитик / System analyst","Москва","Арго студио",NULL,NULL,NULL,"От 3 до 6 лет","Удаленная работа","https://hh.ru/vacancy/94954119"
"97308001","Front-end Vue.js Developer","Москва","YCLIENTS LLC",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/97308001"
"99670847","QA инженер","Красноярск","Ценалом","80000","120000","RUR","От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/99670847"
"101181699","Системный администратор","Пермь","Reactive",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/101181699"
"101409190","Инженер по тестированию","Москва","Avanpost",NULL,NULL,NULL,"От 3 до 6 лет","Удаленная работа","https://hh.ru/vacancy/101409190"
"102332711","Backend-разработчик","Смоленск","NEXT Contact","60000",NULL,"RUR","Нет опыта","Полный день","https://hh.ru/vacancy/102332711"
"102221391","Senior CV-Engineer / Инженер по компьютерному зрению","Москва","КИТТ",NULL,NULL,NULL,"От 3 до 6 лет","Полный день","https://hh.ru/vacancy/102221391"
"102761167","Программист C++, Qt","Санкт-Петербург","Аквамарин","140000",NULL,"RUR","От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102761167"
"103078608","Антифрод специалист","Москва","НКО Альтернатива",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/103078608"
"96523979","Аналитик (сверки)","Москва","СберМаркет",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/96523979"
"102928869","Стажер финансового отдела","Москва","Bayer",NULL,NULL,NULL,"Нет опыта","Полный день","https://hh.ru/vacancy/102928869"
"102934427","Веб-аналитик","Москва","KIT SOLER",NULL,NULL,NULL,"От 1 года до 3 лет","Удаленная работа","https://hh.ru/vacancy/102934427"
"103078795","Пентестер\Специалист по тестированию на проникновение\Администратор ИБ","Москва","METASCAN","200000",NULL,"RUR","Нет опыта","Полный день","https://hh.ru/vacancy/103078795"
"102454961","Системный аналитик","Москва","БизнесМатика",NULL,"420000","RUR","От 3 до 6 лет","Полный день","https://hh.ru/vacancy/102454961"
"102780602","Программист Python (full stack)","Москва","УМК АРТСМЕД","150000",NULL,"RUR","От 1 года до 3 лет","Гибкий график","https://hh.ru/vacancy/102780602"
"102850849","Аналитик","Ростов-на-Дону","AGS",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102850849"
"103111549","Technical Lead","Москва","Группа Компаний Аскона",NULL,NULL,NULL,"Более 6 лет","Удаленная работа","https://hh.ru/vacancy/103111549"
"102720986","Investment Analyst. Market Neutral DeFi Hedge Fund / Финансовый аналитик (инвестиционный аналитик)","Москва","Edge Capital Management LLC","200000","300000","RUR","От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102720986"
"102748451","Full Stack Developer (Python, JavaScript)","Санкт-Петербург","ТехЛАБ",NULL,NULL,NULL,"От 3 до 6 лет","Полный день","https://hh.ru/vacancy/102748451"
"99569205","Middle QA-Engineer","Москва","РБ",NULL,"160000","RUR","От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/99569205"
"102135609","Аналитик дата-сайентист/Data Scientist (видеоаналитика)","Москва","Центр 2М",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102135609"
"102156888","Главный специалист (электронный документооборот)","Вологда","БУ ВО ЦИТ",NULL,"70000","RUR","От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102156888"
"102845987","Data Engineer","Москва","СДЭК",NULL,NULL,NULL,"От 1 года до 3 лет","Удаленная работа","https://hh.ru/vacancy/102845987"
"102928763","Стажер SAP","Москва","Цифровые технологии и платформы",NULL,NULL,NULL,"Нет опыта","Полный день","https://hh.ru/vacancy/102928763"
"100568488","Главный специалист (id 140)","Санкт-Петербург","Газпром ЦПС",NULL,NULL,NULL,"От 3 до 6 лет","Полный день","https://hh.ru/vacancy/100568488"
"101058201","Младший математик-разработчик","Москва","Ozon",NULL,NULL,NULL,"Нет опыта","Полный день","https://hh.ru/vacancy/101058201"
"102270852","QA Middle+ (гибрид)","Москва","Blackwall","120000","190000","RUR","От 3 до 6 лет","Полный день","https://hh.ru/vacancy/102270852"
"102838262","Machine Learning Engineer","Новосибирск","UserGate",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102838262"
"101664514","Middle Python Developer","Воронеж","Surf",NULL,NULL,NULL,"От 3 до 6 лет","Удаленная работа","https://hh.ru/vacancy/101664514"
"103028458","Data Scientist (HR-модели)","Москва","Газпромбанк",NULL,NULL,NULL,"От 1 года до 3 лет","Удаленная работа","https://hh.ru/vacancy/103028458"
"103097655","Начальник отдела по обработке и визуализации пространственных и больших данных","Тюмень","ГКУ ТО Центр информационных технологий Тюменской области","75000",NULL,"RUR","От 3 до 6 лет","Полный день","https://hh.ru/vacancy/103097655"
"101418017","QA инженер / Специалист по тестированию / Тестировщик","Ярославль","STRONG TEAM",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/101418017"
"101748119","Инженер внедрения (Linux)","Москва","НТехЛаб",NULL,NULL,NULL,"От 3 до 6 лет","Полный день","https://hh.ru/vacancy/101748119"
"102185448","Аналитик (группа киберразведки)","Москва","Инфосистемы Джет",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102185448"
"101426997","Аналитик данных","Ташкент","MITRYAYEVA LOLA",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/101426997"
"102676405","Наставник","Екатеринбург","Rebotica",NULL,"80000","RUR","Нет опыта","Удаленная работа","https://hh.ru/vacancy/102676405"
"98784793","Python Developer (middle/senior)","Москва","РДП.РУ",NULL,NULL,NULL,"От 3 до 6 лет","Полный день","https://hh.ru/vacancy/98784793"
"101247626","Java Developer","Москва","Московский филиал АО ЦентрИнформ",NULL,NULL,NULL,"От 1 года до 3 лет","Гибкий график","https://hh.ru/vacancy/101247626"
"102588079","DevOps engineer","Минск","Варшавская Полина Сергеевна",NULL,"6000","USD","От 1 года до 3 лет","Удаленная работа","https://hh.ru/vacancy/102588079"
"102922717","Аналитик данных","Москва","WineStyle","100000",NULL,"RUR","От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102922717"
"103076678","Аналитик","Семей","Semey Food","350000",NULL,"KZT","От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/103076678"
"102647181","QA Engineer","Алматы","Kcell",NULL,NULL,NULL,"От 1 года до 3 лет","Гибкий график","https://hh.ru/vacancy/102647181"
"102919779","Python developer (MTS AI)","Москва","МТС",NULL,NULL,NULL,"От 3 до 6 лет","Полный день","https://hh.ru/vacancy/102919779"
"103113573","Разработчик ETL / Data Engineer","Москва","Иви",NULL,NULL,NULL,"От 3 до 6 лет","Удаленная работа","https://hh.ru/vacancy/103113573"
"97632204","System Administrator Linux Junior / Младший Системный Администратор Линукс","Москва","НТ Прогресс","80000","130000","RUR","Нет опыта","Полный день","https://hh.ru/vacancy/97632204"
"102258307","Руководитель проекта","Набережные Челны","KAMAZ DIGITAL",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102258307"
"102410080","Младший бизнес-аналитик / Business Analyst Junior","Санкт-Петербург","буше",NULL,"64212","RUR","Нет опыта","Гибкий график","https://hh.ru/vacancy/102410080"
"102908285","Инженер-программист встраиваемых систем (embedded developer)","Санкт-Петербург","Санкт-Петербургский политехнический университет Петра Великого (ФГАОУ ВО СПбПУ)","200000",NULL,"RUR","От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102908285"
"96727843","Программист Python, С, С++","Уфа","Технопром","80000","140000","RUR","От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/96727843"
"101553946","Middle Frontend (AI-startup)","Казань","Брами Бразерс","80000","160000","RUR","От 1 года до 3 лет","Удаленная работа","https://hh.ru/vacancy/101553946"
"102261074","Младший инженер по тестированию","Санкт-Петербург","НТЦ НАРТИС",NULL,NULL,NULL,"Нет опыта","Полный день","https://hh.ru/vacancy/102261074"
"102647630","Дата-аналитик/Алгоритмист","Астана","LAGOM Group","750000",NULL,"KZT","От 3 до 6 лет","Полный день","https://hh.ru/vacancy/102647630"
"103115106","Помощник руководителя/Аналитик","Минск","ЭНЭКА","1000",NULL,"BYR","Нет опыта","Гибкий график","https://hh.ru/vacancy/103115106"
"96053489","Директор IT компании","Тюмень","Русская компания",NULL,NULL,NULL,"От 3 до 6 лет","Полный день","https://hh.ru/vacancy/96053489"
"98762642","Вирусный аналитик / Malware Analyst","Санкт-Петербург","ЭНИ.РАН",NULL,NULL,NULL,"От 3 до 6 лет","Удаленная работа","https://hh.ru/vacancy/98762642"
"101285820","Системный администратор/Старший системный администратор/Ведущий системный администратор","Москва","Антиплагиат","150000","350000","RUR","От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/101285820"
"101497253","Финансовый аналитик","Москва","Альфа Капитал",NULL,NULL,NULL,"От 1 года до 3 лет","Удаленная работа","https://hh.ru/vacancy/101497253"
"102707868","Senoir Java Engineer","Москва","Фаззи Лоджик Лабс","360000",NULL,"RUR","Более 6 лет","Полный день","https://hh.ru/vacancy/102707868"
"103045406","ETL Python Developer","Москва","Промэкспертиза",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/103045406"
"87400111","Data Scientist","Казань","Совкомбанк",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/87400111"
"102182938","Робототехник","Алматы","Ruba Technology","300000",NULL,"KZT","От 3 до 6 лет","Полный день","https://hh.ru/vacancy/102182938"
"102284040","Аналитик данных, Маркетплейс, Контент и товары","Москва","Ozon",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102284040"
"103131166","Software Engineer (REMOTE)","Атырау","iQ-SOLUTIONS",NULL,NULL,NULL,"От 3 до 6 лет","Полный день","https://hh.ru/vacancy/103131166"
"102083384","Аналитик","Москва","РГГУ","44000","55000","RUR","Нет опыта","Полный день","https://hh.ru/vacancy/102083384"
"102181459","QA инженер","Санкт-Петербург","ДАТАДВАНС",NULL,NULL,NULL,"От 3 до 6 лет","Полный день","https://hh.ru/vacancy/102181459"
"102352142","Python developer middle+ (Airflow)","Москва","«Баланс-Платформа»",NULL,NULL,NULL,"От 3 до 6 лет","Полный день","https://hh.ru/vacancy/102352142"
"102454737","Продуктовый маркетолог","Москва","Lofty.",NULL,NULL,NULL,"От 3 до 6 лет","Полный день","https://hh.ru/vacancy/102454737"
"103039808","Senior Python Developer","Москва","Wanted",NULL,"7000","USD","От 3 до 6 лет","Удаленная работа","https://hh.ru/vacancy/103039808"
"98477938","Python Developer","Минск","Навексофт",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/98477938"
"99148683","Стажер - аналитик ИБ, Группа аналитики, Информационная безопасность","Москва","Ozon",NULL,NULL,NULL,"Нет опыта","Полный день","https://hh.ru/vacancy/99148683"
"102576920","Python Developer Middle","Челябинск","Napoleon IT",NULL,NULL,NULL,"От 3 до 6 лет","Полный день","https://hh.ru/vacancy/102576920"
"102492111","Инженер-программист","Костанай","SKP-Service","150000","400000","KZT","От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102492111"
"102589199","Младший Финансист / ВТБ РОСТ","Москва","Банк ВТБ (ПАО)","100000","100000","RUR","Нет опыта","Полный день","https://hh.ru/vacancy/102589199"
"98204427","Программист","Кемерово","Триумф","70000",NULL,"RUR","От 1 года до 3 лет","Удаленная работа","https://hh.ru/vacancy/98204427"
"98350676","Разработчик C# backend","Москва","АРМО, ГК",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/98350676"
"101432353","Стажер Data Scientist, Качество прогнозов","Москва","Ozon",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/101432353"
"102073702","Инженер технической поддержки ПО вендора (2 линия)","Москва","Avanpost","140000","163000","RUR","От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102073702"
"102580301","Стажер IT (нагрузочное тестирование), Ижевск","Ижевск","Перфоманс Лаб","40000","45000","RUR","Нет опыта","Полный день","https://hh.ru/vacancy/102580301"
"101448616","Аналитик (SQL)","Москва","Правительство Москвы",NULL,NULL,NULL,"Нет опыта","Полный день","https://hh.ru/vacancy/101448616"
"101636911","Системный аналитик, удаленно","Москва","ВкусВилл",NULL,"200000","RUR","От 1 года до 3 лет","Удаленная работа","https://hh.ru/vacancy/101636911"
"102188579","Middle Python Developer","Москва","Retail Rocket","150000","250000","RUR","От 1 года до 3 лет","Удаленная работа","https://hh.ru/vacancy/102188579"
"102480300","Игровой аналитик (продуктовый аналитик)","Москва","Zebomba Games",NULL,NULL,NULL,"От 1 года до 3 лет","Удаленная работа","https://hh.ru/vacancy/102480300"
"102727144","Специалист в команду бизнес-аналитики МТС","Москва","Changellenge",NULL,NULL,NULL,"Нет опыта","Полный день","https://hh.ru/vacancy/102727144"
"98936735","Инженер сети передачи данных","Москва","РНКБ Банк (ПАО)",NULL,NULL,NULL,"От 3 до 6 лет","Полный день","https://hh.ru/vacancy/98936735"
"101725433","Manual QA (Приложение ЕАС4)","Москва","Почтатех",NULL,NULL,NULL,"От 3 до 6 лет","Полный день","https://hh.ru/vacancy/101725433"
"102095629","Python Developer for AI Projects","Минск","АОАР БЭЙС",NULL,NULL,NULL,"От 1 года до 3 лет","Гибкий график","https://hh.ru/vacancy/102095629"
"102339836","Python Developer","Семей","iMAS GROUP",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102339836"
"102612027","Middle+ QA инженер (mobile)","Москва","МойОфис",NULL,NULL,NULL,"От 3 до 6 лет","Полный день","https://hh.ru/vacancy/102612027"
"102917658","Младший аналитик данных","Москва","ПроКонтекст","70000",NULL,"RUR","От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102917658"
"101389784","Middle Python разработчик","Москва","Sibdev","180000","220000","RUR","От 3 до 6 лет","Удаленная работа","https://hh.ru/vacancy/101389784"
"101438007","Биоинформатик","Москва","ФГБУ ЦСП ФМБА России","120000","150000","RUR","От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/101438007"
"102738593","Web developer","Армения","Gaijin Games",NULL,NULL,NULL,"От 3 до 6 лет","Удаленная работа","https://hh.ru/vacancy/102738593"
"102844571","Разработчик Back-End и REST API (Middle Level) Мобильные приложения","Москва","Ганеева Мария Сергеевна","200000","450000","RUR","От 1 года до 3 лет","Удаленная работа","https://hh.ru/vacancy/102844571"
"103078221","Frontend developer (Angular)","Москва","AppMagic",NULL,"1500","USD","От 1 года до 3 лет","Удаленная работа","https://hh.ru/vacancy/103078221"
"98751745","Инженер по работе с базами данных","Новосибирск","МТС","60000",NULL,"RUR","Нет опыта","Полный день","https://hh.ru/vacancy/98751745"
"102925615","Системный администратор","Санкт-Петербург","Git in Sky",NULL,"110000","RUR","От 3 до 6 лет","Удаленная работа","https://hh.ru/vacancy/102925615"
"102188745","Инженер технической поддержки","Екатеринбург","Carbon Soft","80000","120000","RUR","От 1 года до 3 лет","Удаленная работа","https://hh.ru/vacancy/102188745"
"102377078","Инженер-программист","Санкт-Петербург","Цифровая Сборка","35000",NULL,"RUR","Нет опыта","Гибкий график","https://hh.ru/vacancy/102377078"
"103061477","Аналитик","Нижний Новгород","Ozon",NULL,NULL,NULL,"От 1 года до 3 лет","Удаленная работа","https://hh.ru/vacancy/103061477"
"101114609","Продуктовый аналитик, Группа аналитики B2B направления","Москва","Ozon",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/101114609"
"102849709","Data scientist / Разработчик скоринговых моделей","Новосибирск","АйтиСФ",NULL,NULL,NULL,"От 1 года до 3 лет","Удаленная работа","https://hh.ru/vacancy/102849709"
"92556424","Разработчик Python","Владивосток","Компания Группа компаний Реми","180000",NULL,"RUR","От 3 до 6 лет","Полный день","https://hh.ru/vacancy/92556424"
"101842818","Frontend Developer","Москва","SharesPro","250000",NULL,"RUR","От 3 до 6 лет","Удаленная работа","https://hh.ru/vacancy/101842818"
"102216302","DevOps инженер (Middle)","Москва","Матрешка Лаб",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102216302"
"102332838","Backend разработчик на python","Тюмень","АНО ДПО Югорский учебный центр","120000",NULL,"RUR","От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102332838"
"103105479","C# .net разработчик","Омск","Диалтех-Урал",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/103105479"
"98512998","Data Engineer (junior)","Владивосток","DNS Технологии","70000",NULL,"RUR","Нет опыта","Полный день","https://hh.ru/vacancy/98512998"
"102818757","Аналитик данных / Data Scientist (Middle)","Владивосток","Дром","150000","200000","RUR","От 3 до 6 лет","Гибкий график","https://hh.ru/vacancy/102818757"
"99959061","Аналитик данных, Ozon Fintech","Санкт-Петербург","Ozon",NULL,NULL,NULL,"От 3 до 6 лет","Полный день","https://hh.ru/vacancy/99959061"
"101742728","Middle/Senior Сетевой инженер [BNG]","Москва","МТС",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/101742728"
"101827373","Python Developer в команду разработки протокола хранения данных (Казань)","Казань","DeNet","60000","145000","RUR","От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/101827373"
"102221198","Старший инженер - разработчик БПЛА","Москва","Лаборатория Наносемантика","350000",NULL,"RUR","От 3 до 6 лет","Полный день","https://hh.ru/vacancy/102221198"
"102298736","Middle Python-разработчик","Москва","BYTIME","150000",NULL,"RUR","От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102298736"
"103056689","Младший аналитик данных, Группа Data аналитики","Москва","Ozon",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/103056689"
"99959060","Аналитик данных, Ozon Fintech","Москва","Ozon",NULL,NULL,NULL,"От 3 до 6 лет","Полный день","https://hh.ru/vacancy/99959060"
"102059175","Аналитик данных","Тюмень","Страна Девелопмент","140000",NULL,"RUR","От 1 года до 3 лет","Удаленная работа","https://hh.ru/vacancy/102059175"
"102697916","Техник-инженер","Ростов-на-Дону","РобоАвиа","55000","110000","RUR","От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102697916"
"102100553","QA Engineer (Middle)","Москва","Риверстарт","150000","180000","RUR","От 1 года до 3 лет","Удаленная работа","https://hh.ru/vacancy/102100553"
"89125386","Маркетинговый аналитик","Москва","СберМаркет",NULL,NULL,NULL,"От 1 года до 3 лет","Гибкий график","https://hh.ru/vacancy/89125386"
"102745225","Middle frontend-разработчик (Vue.js)","Минск","Валексвеб",NULL,NULL,NULL,"От 3 до 6 лет","Удаленная работа","https://hh.ru/vacancy/102745225"
"102920056","Лидер продуктовой аналитики (без команды)","Москва","МТС",NULL,NULL,NULL,"От 3 до 6 лет","Полный день","https://hh.ru/vacancy/102920056"
"95636744","Аналитик (Правительство Москвы)","Москва","ГКУ города Москвы Московский центр развития социальных технологий","60000","80000","RUR","Нет опыта","Полный день","https://hh.ru/vacancy/95636744"
"99022574","IT аналитик","Самара","ГБУ Самарской области Цифровой регион","40000","45000","RUR","Нет опыта","Полный день","https://hh.ru/vacancy/99022574"
"102774004","Продуктовый аналитик (Страхование) Ozon Fintech","Казань","Ozon",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102774004"
